record_id,country_code,country_name,region,income_group,year,education_level,population_school_age_millions,literacy_rate_youth,literacy_rate_adult,primary_enrollment_rate,secondary_enrollment_rate,tertiary_enrollment_rate,gender_parity_index_primary,gender_parity_index_secondary,govt_expenditure_education_pct_gdp,pupil_teacher_ratio_primary,primary_completion_rate,sdg4_index_score
20641,C102,Country 102,Sub-Saharan Africa,Low income,2001,Tertiary,6.44,62.74,57.21,73.61,49.6,15.2,0.848,0.801,3.17,43.5,65.84,47.57
20642,C102,Country 102,Sub-Saharan Africa,Low income,2002,Primary,2.69,62.43,56.61,72.68,50.61,13.75,0.85,0.842,4.01,42.0,66.18,47.83
20643,C102,Country 102,Sub-Saharan Africa,Low income,2002,Secondary,2.69,62.43,56.61,72.68,50.61,13.75,0.85,0.842,4.01,42.0,66.18,47.83
20644,C102,Country 102,Sub-Saharan Africa,Low income,2002,Tertiary,2.69,62.43,56.61,72.68,50.61,13.75,0.85,0.842,4.01,42.0,66.18,47.83
20645,C102,Country 102,Sub-Saharan Africa,Low income,2003,Primary,4.65,59.61,55.96,73.98,50.48,16.39,0.865,0.816,3.54,40.1,67.27,47.42
20646,C102,Country 102,Sub-Saharan Africa,Low income,2003,Secondary,4.65,59.61,55.96,73.98,50.48,16.39,0.865,0.816,3.54,40.1,67.27,47.42
20647,C102,Country 102,Sub-Saharan Africa,Low income,2003,Tertiary,4.65,59.61,55.96,73.98,50.48,16.39,0.865,0.816,3.54,40.1,67.27,47.42
20648,C102,Country 102,Sub-Saharan Africa,Low income,2004,Primary,1.39,63.11,58.0,76.6,47.4,16.46,0.852,0.833,4.05,40.5,66.69,47.78
20649,C102,Country 102,Sub-Saharan Africa,Low income,2004,Secondary,1.39,63.11,58.0,76.6,47.4,16.46,0.852,0.833,4.05,40.5,66.69,47.78
20650,C102,Country 102,Sub-Saharan Africa,Low income,2004,Tertiary,1.39,63.11,58.0,76.6,47.4,16.46,0.852,0.833,4.05,,66.69,47.78
20651,C102,Country 102,Sub-Saharan Africa,Low income,2005,Primary,6.42,61.83,57.42,75.02,54.08,21.39,0.84,0.827,3.84,40.6,64.06,48.06
20652,C102,Country 102,Sub-Saharan Africa,Low income,2005,Secondary,6.42,61.83,57.42,75.02,54.08,21.39,0.84,0.827,3.84,40.6,64.06,48.06
20653,C102,Country 102,Sub-Saharan Africa,Low income,2005,Tertiary,6.42,61.83,57.42,75.02,54.08,21.39,0.84,0.827,3.84,40.6,64.06,48.06
20654,C102,Country 102,Sub-Saharan Africa,Low income,2006,Primary,12.74,63.95,57.5,73.99,52.71,15.94,0.854,0.833,3.84,41.2,67.03,49.52
20655,C102,Country 102,Sub-Saharan Africa,Low income,2006,Secondary,12.74,63.95,57.5,73.99,52.71,15.94,0.854,0.833,3.84,41.2,67.03,49.52
20656,C102,Country 102,Sub-Saharan Africa,Low income,2006,Tertiary,12.74,63.95,57.5,73.99,52.71,15.94,0.854,0.833,3.84,41.2,67.03,49.52
20657,C102,Country 102,Sub-Saharan Africa,Low income,2007,Primary,1.9,63.31,58.0,74.2,51.85,17.98,0.874,0.835,3.84,40.1,63.76,47.98
20658,C102,Country 102,Sub-Saharan Africa,Low income,2007,Secondary,1.9,63.31,58.0,74.2,51.85,17.98,0.874,0.835,3.84,40.1,63.76,47.98
20659,C102,Country 102,Sub-Saharan Africa,Low income,2007,Tertiary,1.9,63.31,58.0,74.2,51.85,17.98,0.874,0.835,3.84,40.1,63.76,47.98
20660,C102,Country 102,Sub-Saharan Africa,Low income,2008,Primary,1.42,63.98,58.28,76.56,52.93,21.4,0.839,0.827,3.84,38.5,67.28,49.0
20661,C102,Country 102,Sub-Saharan Africa,Low income,2008,Secondary,1.42,63.98,58.28,76.56,52.93,21.4,0.839,0.827,3.84,38.5,67.28,49.0
20662,C102,Country 102,Sub-Saharan Africa,Low income,2008,Tertiary,1.42,63.98,58.28,76.56,52.93,21.4,0.839,0.827,3.84,38.5,67.28,49.0
20663,C102,Country 102,Sub-Saharan Africa,Low income,2009,Primary,1.0,63.11,58.37,76.75,52.93,20.0,0.859,0.814,3.63,38.6,61.49,49.4
20664,C102,Country 102,Sub-Saharan Africa,Low income,2009,Secondary,1.0,63.11,58.37,76.75,52.93,20.0,0.859,0.814,3.63,38.6,61.49,49.4
20665,C102,Country 102,Sub-Saharan Africa,Low income,2009,Tertiary,1.0,63.11,58.37,76.75,52.93,20.0,0.859,0.814,3.63,38.6,61.49,49.4
20666,C102,Country 102,Sub-Saharan Africa,Low income,2010,Primary,1.86,63.76,59.05,74.73,51.46,19.13,0.85,0.835,3.68,40.8,65.47,46.26
20667,C102,Country 102,Sub-Saharan Africa,Low income,2010,Secondary,1.86,63.76,59.05,74.73,51.46,19.13,0.85,0.835,3.68,40.8,65.47,46.26
20668,C102,Country 102,Sub-Saharan Africa,Low income,2010,Tertiary,1.86,63.76,59.05,74.73,51.46,19.13,0.85,0.835,3.68,40.8,65.47,46.26
20669,C102,Country 102,Sub-Saharan Africa,Low income,2011,Primary,5.29,65.34,60.59,76.16,52.32,18.31,0.857,0.844,3.72,41.6,66.58,49.02
20670,C102,Country 102,Sub-Saharan Africa,Low income,2011,Secondary,5.29,65.34,60.59,76.16,52.32,18.31,0.857,0.844,3.72,41.6,66.58,49.02
20671,C102,Country 102,Sub-Saharan Africa,Low income,2011,Tertiary,5.29,65.34,60.59,76.16,52.32,18.31,0.857,0.844,3.72,41.6,66.58,49.02
20672,C102,Country 102,Sub-Saharan Africa,Low income,2012,Primary,9.18,65.64,59.66,80.0,55.9,18.04,0.855,0.818,3.77,38.5,72.12,50.59
20673,C102,Country 102,Sub-Saharan Africa,Low income,2012,Secondary,9.18,65.64,59.66,80.0,55.9,18.04,0.855,0.818,3.77,38.5,72.12,50.59
20674,C102,Country 102,Sub-Saharan Africa,Low income,2012,Tertiary,9.18,65.64,59.66,80.0,55.9,18.04,0.855,0.818,3.77,38.5,72.12,50.59
20675,C102,Country 102,Sub-Saharan Africa,Low income,2013,Primary,5.36,66.64,60.52,79.16,53.37,24.55,0.846,0.859,3.48,40.9,69.74,48.47
20676,C102,Country 102,Sub-Saharan Africa,Low income,2013,Secondary,5.36,66.64,60.52,79.16,53.37,24.55,0.846,0.859,3.48,40.9,69.74,48.47
20677,C102,Country 102,Sub-Saharan Africa,Low income,2013,Tertiary,5.36,66.64,60.52,79.16,53.37,24.55,0.846,0.859,3.48,40.9,69.74,48.47
20678,C102,Country 102,Sub-Saharan Africa,Low income,2014,Primary,5.21,65.98,60.42,80.8,55.22,18.89,0.862,0.839,3.81,41.4,70.82,52.52
20679,C102,Country 102,Sub-Saharan Africa,Low income,2014,Secondary,5.21,65.98,60.42,80.8,55.22,18.89,0.862,0.839,3.81,41.4,70.82,52.52
20680,C102,Country 102,Sub-Saharan Africa,Low income,2014,Tertiary,5.21,65.98,60.42,80.8,55.22,18.89,0.862,0.839,3.81,41.4,70.82,52.52
20681,C102,Country 102,Sub-Saharan Africa,Low income,2015,Primary,7.52,67.28,61.39,79.69,53.96,21.57,0.899,0.837,3.57,41.4,70.0,49.32
20682,C102,Country 102,Sub-Saharan Africa,Low income,2015,Secondary,7.52,67.28,61.39,79.69,53.96,21.57,0.899,0.837,3.57,41.4,70.0,49.32
20683,C102,Country 102,Sub-Saharan Africa,Low income,2015,Tertiary,7.52,67.28,61.39,79.69,53.96,21.57,0.899,0.837,3.57,41.4,70.0,49.32
20684,C102,Country 102,Sub-Saharan Africa,Low income,2016,Primary,3.43,65.82,60.81,78.32,55.52,19.73,0.866,0.819,4.14,39.1,70.91,50.6
20685,C102,Country 102,Sub-Saharan Africa,Low income,2016,Secondary,3.43,65.82,60.81,78.32,55.52,19.73,0.866,0.819,4.14,39.1,70.91,50.6
20686,C102,Country 102,Sub-Saharan Africa,Low income,2016,Tertiary,3.43,65.82,60.81,78.32,55.52,19.73,0.866,0.819,4.14,39.1,70.91,50.6
20687,C102,Country 102,Sub-Saharan Africa,Low income,2017,Primary,5.05,66.63,61.15,79.4,56.07,26.24,0.859,0.855,3.98,38.3,70.38,50.67
20688,C102,Country 102,Sub-Saharan Africa,Low income,2017,Secondary,5.05,66.63,61.15,79.4,56.07,26.24,0.859,0.855,3.98,38.3,70.38,50.67
20689,C102,Country 102,Sub-Saharan Africa,Low income,2017,Tertiary,5.05,66.63,61.15,79.4,56.07,26.24,0.859,0.855,3.98,38.3,70.38,50.67
20690,C102,Country 102,Sub-Saharan Africa,Low income,2018,Primary,2.16,65.38,60.51,77.35,57.47,20.54,0.866,0.851,3.69,37.7,67.54,51.61
20691,C102,Country 102,Sub-Saharan Africa,Low income,2018,Secondary,2.16,65.38,60.51,77.35,57.47,20.54,0.866,0.851,3.69,37.7,67.54,51.61
20692,C102,Country 102,Sub-Saharan Africa,Low income,2018,Tertiary,2.16,65.38,60.51,77.35,57.47,20.54,0.866,0.851,3.69,37.7,67.54,51.61
20693,C102,Country 102,Sub-Saharan Africa,Low income,2019,Primary,8.77,68.4,63.99,80.56,54.28,28.32,0.904,0.878,3.16,37.9,69.83,51.71
20694,C102,Country 102,Sub-Saharan Africa,Low income,2019,Secondary,8.77,68.4,63.99,80.56,54.28,28.32,0.904,0.878,3.16,37.9,69.83,51.71
20695,C102,Country 102,Sub-Saharan Africa,Low income,2019,Tertiary,8.77,68.4,63.99,80.56,54.28,28.32,0.904,0.878,3.16,37.9,69.83,51.71
20696,C102,Country 102,Sub-Saharan Africa,Low income,2020,Primary,10.91,64.23,59.13,78.83,56.59,20.68,0.882,0.839,3.83,40.0,70.28,49.93
20697,C102,Country 102,Sub-Saharan Africa,Low income,2020,Secondary,10.91,64.23,59.13,78.83,56.59,20.68,0.882,0.839,3.83,40.0,70.28,49.93
20698,C102,Country 102,Sub-Saharan Africa,Low income,2020,Tertiary,10.91,64.23,59.13,78.83,56.59,20.68,0.882,0.839,3.83,40.0,70.28,49.93
20699,C102,Country 102,Sub-Saharan Africa,Low income,2021,Primary,9.03,67.55,61.98,78.35,58.58,25.02,0.916,0.87,3.85,37.2,71.88,52.32
20700,C102,Country 102,Sub-Saharan Africa,Low income,2021,Secondary,9.03,67.55,61.98,78.35,58.58,25.02,0.916,0.87,3.85,37.2,71.88,52.32
20701,C102,Country 102,Sub-Saharan Africa,Low income,2021,Tertiary,9.03,67.55,61.98,78.35,58.58,25.02,0.916,0.87,3.85,37.2,71.88,52.32
20702,C102,Country 102,Sub-Saharan Africa,Low income,2022,Primary,2.15,71.01,65.22,80.74,57.13,24.42,0.887,0.92,3.52,35.4,71.13,52.56
20703,C102,Country 102,Sub-Saharan Africa,Low income,2022,Secondary,2.15,71.01,65.22,80.74,57.13,24.42,0.887,0.92,3.52,35.4,71.13,52.56
20704,C102,Country 102,Sub-Saharan Africa,Low income,2022,Tertiary,2.15,71.01,65.22,80.74,57.13,24.42,0.887,0.92,3.52,35.4,71.13,52.56
20705,C102,Country 102,Sub-Saharan Africa,Low income,2023,Primary,7.99,68.43,62.79,81.78,60.63,29.09,0.888,0.893,3.7,38.7,73.19,52.78
20706,C102,Country 102,Sub-Saharan Africa,Low income,2023,Secondary,7.99,68.43,62.79,81.78,60.63,29.09,0.888,0.893,3.7,38.7,73.19,52.78
20707,C102,Country 102,Sub-Saharan Africa,Low income,2023,Tertiary,7.99,68.43,62.79,81.78,60.63,29.09,0.888,0.893,3.7,38.7,73.19,52.78
20708,C102,Country 102,Sub-Saharan Africa,Low income,2024,Primary,3.8,67.52,61.63,79.73,56.18,28.08,0.907,0.894,4.01,37.4,71.92,49.88
20709,C102,Country 102,Sub-Saharan Africa,Low income,2024,Secondary,3.8,67.52,61.63,79.73,56.18,28.08,0.907,0.894,4.01,37.4,71.92,49.88
20710,C102,Country 102,Sub-Saharan Africa,Low income,2024,Tertiary,3.8,67.52,61.63,79.73,56.18,28.08,0.907,0.894,4.01,37.4,71.92,49.88
20711,C103,Country 103,North America,High income,1990,Primary,3.84,99.9,99.8,87.38,74.91,49.58,0.929,0.915,4.81,9.5,75.5,66.45
20712,C103,Country 103,North America,High income,1990,Secondary,3.84,99.9,99.8,87.38,74.91,49.58,0.929,0.915,4.81,9.5,75.5,66.45
20713,C103,Country 103,North America,High income,1990,Tertiary,3.84,99.9,99.8,87.38,74.91,49.58,0.929,0.915,4.81,9.5,75.5,66.45
20714,C103,Country 103,North America,High income,1991,Primary,0.2,99.9,99.8,88.21,76.2,53.21,0.912,0.894,4.79,8.0,78.28,65.58
20715,C103,Country 103,North America,High income,1991,Secondary,0.2,99.9,99.8,88.21,76.2,53.21,0.912,0.894,4.79,8.0,78.28,65.58
20716,C103,Country 103,North America,High income,1991,Tertiary,0.2,99.9,99.8,88.21,76.2,53.21,0.912,0.894,4.79,8.0,78.28,65.58
20717,C103,Country 103,North America,High income,1992,Primary,3.7,99.9,99.8,87.37,77.5,53.73,0.914,0.914,3.99,8.0,75.68,66.06
20718,C103,Country 103,North America,High income,1992,Secondary,3.7,99.9,99.8,87.37,77.5,53.73,0.914,0.914,3.99,8.0,75.68,66.06
20719,C103,Country 103,North America,High income,1992,Tertiary,3.7,99.9,99.8,87.37,77.5,53.73,0.914,0.914,3.99,8.0,75.68,66.06
20720,C103,Country 103,North America,High income,1993,Primary,0.2,99.9,99.8,91.39,75.22,56.99,0.943,0.905,4.1,8.0,83.72,66.91
20721,C103,Country 103,North America,High income,1993,Secondary,0.2,99.9,99.8,91.39,75.22,56.99,0.943,0.905,4.1,8.0,83.72,66.91
20722,C103,Country 103,North America,High income,1993,Tertiary,0.2,99.9,99.8,91.39,75.22,56.99,0.943,0.905,4.1,8.0,83.72,66.91
20723,C103,Country 103,North America,High income,1994,Primary,13.07,99.9,99.8,86.9,74.55,56.06,0.913,0.94,5.03,8.0,79.23,64.89
20724,C103,Country 103,North America,High income,1994,Secondary,13.07,99.9,99.8,86.9,74.55,56.06,0.913,0.94,5.03,8.0,79.23,64.89
20725,C103,Country 103,North America,High income,1994,Tertiary,13.07,99.9,99.8,86.9,74.55,56.06,0.913,0.94,5.03,8.0,79.23,64.89
20726,C103,Country 103,North America,High income,1995,Primary,1.16,99.9,99.8,92.53,73.94,50.86,0.907,0.901,4.39,8.0,80.11,67.07
20727,C103,Country 103,North America,High income,1995,Secondary,1.16,99.9,99.8,92.53,73.94,50.86,0.907,0.901,4.39,8.0,80.11,67.07
20728,C103,Country 103,North America,High income,1995,Tertiary,1.16,99.9,99.8,92.53,73.94,50.86,0.907,0.901,4.39,8.0,80.11,67.07
20729,C103,Country 103,North America,High income,1996,Primary,3.72,99.9,99.8,89.84,77.28,56.74,0.938,0.902,,8.0,77.12,66.31
20730,C103,Country 103,North America,High income,1996,Secondary,3.72,99.9,99.8,89.84,77.28,56.74,0.938,0.902,4.6,8.0,77.12,66.31
20731,C103,Country 103,North America,High income,1996,Tertiary,3.72,99.9,99.8,89.84,77.28,56.74,0.938,0.902,4.6,8.0,77.12,66.31
20732,C103,Country 103,North America,High income,1997,Primary,2.44,99.9,99.8,87.41,75.17,51.62,0.908,0.909,5.01,,79.17,67.56
20733,C103,Country 103,North America,High income,1997,Secondary,2.44,99.9,99.8,87.41,75.17,51.62,0.908,0.909,5.01,8.0,79.17,67.56
20734,C103,Country 103,North America,High income,1997,Tertiary,2.44,99.9,99.8,87.41,75.17,51.62,0.908,0.909,5.01,8.0,79.17,67.56
20735,C103,Country 103,North America,High income,1998,Primary,5.76,99.9,99.8,91.83,77.54,57.52,0.926,0.907,4.5,8.0,82.03,67.01
20736,C103,Country 103,North America,High income,1998,Secondary,5.76,99.9,99.8,91.83,77.54,57.52,0.926,0.907,4.5,8.0,82.03,67.01
20737,C103,Country 103,North America,High income,1998,Tertiary,5.76,99.9,99.8,91.83,77.54,57.52,0.926,0.907,4.5,8.0,82.03,67.01
20738,C103,Country 103,North America,High income,1999,Primary,4.85,99.9,99.8,89.49,78.33,56.61,0.918,0.954,4.36,8.0,76.79,65.97
20739,C103,Country 103,North America,High income,1999,Secondary,4.85,99.9,99.8,89.49,78.33,56.61,0.918,0.954,4.36,8.0,76.79,65.97
20740,C103,Country 103,North America,High income,1999,Tertiary,4.85,99.9,99.8,89.49,78.33,56.61,0.918,0.954,4.36,8.0,76.79,65.97
20741,C103,Country 103,North America,High income,2000,Primary,12.18,99.9,99.8,91.78,81.25,52.73,0.936,0.9,5.1,8.0,83.22,66.87
20742,C103,Country 103,North America,High income,2000,Secondary,12.18,99.9,99.8,91.78,81.25,52.73,0.936,0.9,5.1,8.0,83.22,66.87
20743,C103,Country 103,North America,High income,2000,Tertiary,12.18,99.9,99.8,91.78,81.25,52.73,0.936,0.9,5.1,8.0,83.22,66.87
20744,C103,Country 103,North America,High income,2001,Primary,2.75,99.9,99.8,90.86,77.57,55.23,0.94,0.951,4.52,8.0,81.86,68.98
20745,C103,Country 103,North America,High income,2001,Secondary,2.75,99.9,99.8,90.86,77.57,55.23,0.94,0.951,4.52,8.0,81.86,68.98
20746,C103,Country 103,North America,High income,2001,Tertiary,2.75,99.9,99.8,90.86,77.57,55.23,0.94,0.951,4.52,8.0,81.86,68.98
20747,C103,Country 103,North America,High income,2002,Primary,4.13,99.9,99.8,95.88,78.37,61.0,0.965,0.955,5.04,8.0,84.84,67.55
20748,C103,Country 103,North America,High income,2002,Secondary,4.13,99.9,99.8,95.88,78.37,61.0,0.965,0.955,5.04,8.0,84.84,67.55
20749,C103,Country 103,North America,High income,2002,Tertiary,4.13,99.9,99.8,95.88,78.37,61.0,0.965,0.955,5.04,8.0,84.84,67.55
20750,C103,Country 103,North America,High income,2003,Primary,12.98,99.9,99.8,91.94,84.07,60.96,0.932,0.923,4.37,8.0,77.88,66.57
20751,C103,Country 103,North America,High income,2003,Secondary,12.98,99.9,99.8,91.94,84.07,60.96,0.932,0.923,4.37,8.0,77.88,66.57
20752,C103,Country 103,North America,High income,2003,Tertiary,12.98,99.9,99.8,91.94,84.07,60.96,0.932,0.923,4.37,8.0,77.88,66.57
20753,C103,Country 103,North America,High income,2004,Primary,15.5,99.9,99.8,88.78,80.55,62.85,0.932,0.944,4.9,8.0,78.11,66.36
20754,C103,Country 103,North America,High income,2004,Secondary,15.5,99.9,99.8,88.78,80.55,62.85,0.932,0.944,4.9,8.0,78.11,66.36
20755,C103,Country 103,North America,High income,2004,Tertiary,15.5,99.9,99.8,88.78,80.55,62.85,0.932,0.944,4.9,8.0,78.11,66.36
20756,C103,Country 103,North America,High income,2005,Primary,4.76,99.9,99.8,92.26,81.4,62.92,0.933,0.928,5.0,8.0,81.88,66.81
20757,C103,Country 103,North America,High income,2005,Secondary,4.76,99.9,99.8,92.26,81.4,62.92,0.933,0.928,5.0,8.0,81.88,66.81
20758,C103,Country 103,North America,High income,2005,Tertiary,4.76,99.9,99.8,92.26,81.4,62.92,0.933,0.928,5.0,8.0,81.88,66.81
20759,C103,Country 103,North America,High income,2006,Primary,4.34,99.9,99.8,90.79,79.47,62.69,0.949,0.942,4.77,8.0,76.4,66.07
20760,C103,Country 103,North America,High income,2006,Secondary,4.34,99.9,99.8,90.79,79.47,62.69,0.949,0.942,4.77,8.0,76.4,66.07
20761,C103,Country 103,North America,High income,2006,Tertiary,4.34,99.9,99.8,90.79,79.47,62.69,0.949,0.942,4.77,8.0,76.4,66.07
20762,C103,Country 103,North America,High income,2007,Primary,2.28,99.9,99.8,92.18,82.32,63.74,0.957,0.944,4.6,8.0,83.15,67.83
20763,C103,Country 103,North America,High income,2007,Secondary,2.28,99.9,99.8,92.18,82.32,63.74,0.957,0.944,4.6,8.0,83.15,67.83
20764,C103,Country 103,North America,High income,2007,Tertiary,2.28,99.9,99.8,92.18,82.32,63.74,0.957,0.944,4.6,8.0,83.15,67.83
20765,C103,Country 103,North America,High income,2008,Primary,13.58,99.9,99.8,95.18,82.24,59.49,0.94,0.962,4.59,8.0,82.77,67.17
20766,C103,Country 103,North America,High income,2008,Secondary,13.58,99.9,99.8,95.18,82.24,59.49,0.94,0.962,4.59,8.0,82.77,67.17
20767,C103,Country 103,North America,High income,2008,Tertiary,13.58,99.9,99.8,95.18,82.24,59.49,0.94,0.962,4.59,8.0,82.77,67.17
20768,C103,Country 103,North America,High income,2009,Primary,3.06,99.9,99.8,93.86,83.18,59.47,0.941,0.943,4.55,8.0,80.13,67.4
20769,C103,Country 103,North America,High income,2009,Secondary,3.06,99.9,99.8,93.86,83.18,59.47,0.941,0.943,4.55,8.0,80.13,67.4
20770,C103,Country 103,North America,High income,2009,Tertiary,3.06,99.9,99.8,93.86,83.18,59.47,0.941,0.943,4.55,8.0,80.13,67.4
20771,C103,Country 103,North America,High income,2010,Primary,2.08,99.9,99.8,93.09,78.36,62.14,0.968,0.939,4.46,8.0,81.82,66.54
20772,C103,Country 103,North America,High income,2010,Secondary,2.08,99.9,99.8,93.09,78.36,62.14,0.968,0.939,4.46,8.0,81.82,66.54
20773,C103,Country 103,North America,High income,2010,Tertiary,2.08,99.9,99.8,93.09,78.36,62.14,0.968,0.939,4.46,8.0,81.82,66.54
20774,C103,Country 103,North America,High income,2011,Primary,2.75,99.9,99.8,95.43,82.49,64.18,0.965,0.949,3.9,8.0,84.67,69.24
20775,C103,Country 103,North America,High income,2011,Secondary,2.75,99.9,99.8,95.43,82.49,64.18,0.965,0.949,3.9,8.0,84.67,69.24
20776,C103,Country 103,North America,High income,2011,Tertiary,2.75,99.9,99.8,95.43,82.49,64.18,0.965,0.949,3.9,8.0,84.67,69.24
20777,C103,Country 103,North America,High income,2012,Primary,7.64,99.9,99.8,95.84,84.98,64.26,0.969,0.958,4.13,8.0,83.55,68.37
20778,C103,Country 103,North America,High income,2012,Secondary,7.64,99.9,99.8,95.84,84.98,64.26,0.969,0.958,4.13,8.0,83.55,68.37
20779,C103,Country 103,North America,High income,2012,Tertiary,7.64,99.9,99.8,95.84,84.98,64.26,0.969,0.958,4.13,8.0,83.55,68.37
20780,C103,Country 103,North America,High income,2013,Primary,9.92,99.9,99.8,93.78,85.24,65.29,0.956,0.983,4.71,8.0,84.39,70.73
20781,C103,Country 103,North America,High income,2013,Secondary,9.92,99.9,99.8,93.78,85.24,65.29,0.956,0.983,4.71,8.0,84.39,70.73
20782,C103,Country 103,North America,High income,2013,Tertiary,9.92,99.9,99.8,93.78,85.24,65.29,0.956,0.983,4.71,8.0,84.39,70.73
20783,C103,Country 103,North America,High income,2014,Primary,6.61,99.9,99.8,97.37,85.64,64.74,0.969,0.945,4.85,8.0,86.57,69.82
20784,C103,Country 103,North America,High income,2014,Secondary,6.61,99.9,99.8,97.37,85.64,64.74,0.969,0.945,4.85,8.0,86.57,69.82
20785,C103,Country 103,North America,High income,2014,Tertiary,6.61,99.9,99.8,97.37,85.64,,0.969,0.945,4.85,8.0,86.57,69.82
20786,C103,Country 103,North America,High income,2015,Primary,9.47,99.9,99.8,95.37,79.5,66.64,0.979,0.955,4.41,8.0,83.45,69.29
20787,C103,Country 103,North America,High income,2015,Secondary,9.47,99.9,99.8,95.37,79.5,66.64,0.979,0.955,4.41,8.0,83.45,69.29
20788,C103,Country 103,North America,High income,2015,Tertiary,9.47,99.9,99.8,95.37,79.5,66.64,0.979,0.955,4.41,8.0,83.45,69.29
20789,C103,Country 103,North America,High income,2016,Primary,2.09,99.9,99.8,95.06,82.67,60.48,0.982,0.964,4.05,8.0,83.11,69.94
20790,C103,Country 103,North America,High income,2016,Secondary,2.09,99.9,99.8,95.06,82.67,60.48,0.982,0.964,4.05,8.0,83.11,69.94
20791,C103,Country 103,North America,High income,2016,Tertiary,2.09,99.9,99.8,95.06,82.67,60.48,0.982,0.964,4.05,8.0,83.11,69.94
20792,C103,Country 103,North America,High income,2017,Primary,3.87,99.9,99.8,98.32,86.72,68.36,0.973,0.975,4.13,8.0,89.54,69.74
20793,C103,Country 103,North America,High income,2017,Secondary,3.87,99.9,99.8,98.32,86.72,68.36,0.973,0.975,4.13,8.0,89.54,69.74
20794,C103,Country 103,North America,High income,2017,Tertiary,3.87,99.9,99.8,98.32,86.72,68.36,0.973,0.975,4.13,8.0,89.54,69.74
20795,C103,Country 103,North America,High income,2018,Primary,2.23,99.9,99.8,95.58,88.57,67.99,0.961,0.983,4.78,8.0,84.16,70.71
20796,C103,Country 103,North America,High income,2018,Secondary,2.23,99.9,99.8,95.58,88.57,67.99,0.961,0.983,4.78,8.0,84.16,70.71
20797,C103,Country 103,North America,High income,2018,Tertiary,2.23,99.9,99.8,95.58,88.57,67.99,0.961,0.983,4.78,8.0,84.16,70.71
20798,C103,Country 103,North America,High income,2019,Primary,6.34,99.9,99.8,95.42,85.51,64.67,0.964,1.001,5.2,8.0,82.83,70.61
20799,C103,Country 103,North America,High income,2019,Secondary,6.34,99.9,99.8,95.42,85.51,64.67,0.964,1.001,5.2,8.0,82.83,70.61
20800,C103,Country 103,North America,High income,2019,Tertiary,6.34,99.9,99.8,95.42,85.51,64.67,0.964,1.001,5.2,8.0,82.83,70.61
20801,C103,Country 103,North America,High income,2020,Primary,3.35,99.9,99.8,100.4,86.04,67.76,0.991,0.972,4.24,8.0,89.37,71.22
20802,C103,Country 103,North America,High income,2020,Secondary,3.35,99.9,99.8,100.4,86.04,67.76,0.991,0.972,4.24,8.0,89.37,71.22
20803,C103,Country 103,North America,High income,2020,Tertiary,3.35,99.9,99.8,100.4,86.04,67.76,0.991,0.972,4.24,8.0,89.37,71.22
20804,C103,Country 103,North America,High income,2021,Primary,4.12,99.9,99.8,96.68,87.13,68.22,0.965,0.958,4.64,8.0,85.54,70.51
20805,C103,Country 103,North America,High income,2021,Secondary,4.12,99.9,99.8,96.68,87.13,68.22,0.965,0.958,4.64,8.0,85.54,70.51
20806,C103,Country 103,North America,High income,2021,Tertiary,4.12,99.9,99.8,96.68,87.13,68.22,0.965,0.958,4.64,8.0,85.54,70.51
20807,C103,Country 103,North America,High income,2022,Primary,7.52,99.9,99.8,96.16,87.07,68.59,0.968,0.995,3.97,8.0,84.32,70.3
20808,C103,Country 103,North America,High income,2022,Secondary,7.52,99.9,99.8,96.16,87.07,68.59,0.968,0.995,3.97,8.0,84.32,70.3
20809,C103,Country 103,North America,High income,2022,Tertiary,7.52,99.9,99.8,96.16,87.07,68.59,0.968,0.995,3.97,,84.32,70.3
20810,C103,Country 103,North America,High income,2023,Primary,14.58,99.9,99.8,97.93,87.31,69.42,0.995,0.991,4.92,8.0,88.22,69.32
20811,C103,Country 103,North America,High income,2023,Secondary,14.58,99.9,99.8,97.93,87.31,69.42,0.995,0.991,4.92,,88.22,69.32
20812,C103,Country 103,North America,High income,2023,Tertiary,14.58,99.9,99.8,97.93,87.31,69.42,0.995,0.991,4.92,8.0,88.22,69.32
20813,C103,Country 103,North America,High income,2024,Primary,10.08,99.9,99.8,101.25,88.15,64.08,0.973,0.973,4.46,8.0,89.74,72.8
20814,C103,Country 103,North America,High income,2024,Secondary,10.08,99.9,99.8,101.25,88.15,64.08,0.973,0.973,4.46,8.0,89.74,72.8
20815,C103,Country 103,North America,High income,2024,Tertiary,10.08,99.9,99.8,101.25,88.15,64.08,0.973,0.973,4.46,8.0,89.74,72.8
20816,C104,Country 104,Europe & Central Asia,High income,1990,Primary,0.47,99.9,99.8,89.02,73.74,49.91,0.886,0.921,5.08,8.0,75.76,65.68
20817,C104,Country 104,Europe & Central Asia,High income,1990,Secondary,0.47,99.9,99.8,89.02,73.74,49.91,0.886,0.921,5.08,8.0,75.76,65.68
20818,C104,Country 104,Europe & Central Asia,High income,1990,Tertiary,0.47,99.9,99.8,89.02,73.74,49.91,0.886,0.921,5.08,8.0,75.76,65.68
20819,C104,Country 104,Europe & Central Asia,High income,1991,Primary,2.37,99.9,99.8,86.68,74.2,48.83,0.926,0.911,4.8,8.0,76.75,66.3
